# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  307    045011-694006   04:50:11.43   -69:40:08.52   8.0         ...             8.1         0.8             0.69     
  308    045015-714454   04:50:15.07   -71:44:53.19   11.0        ...             12.0        1               0.67     
  309    045019-685539   04:50:19.47   -68:55:41.60   22.5        0.6             26.61       0.09            0.47     
  310    045020-671354   04:50:19.96   -67:13:50.42   12.0        ...             13.0        1               0.68     
  311    045023-721845   04:50:23.29   -72:18:46.79   19.0        2               19.1        0.2             0.89     
  312    045030-711651   04:50:30.07   -71:16:49.62   12.0        ...             13.0        1               0.58     
  313    045030-664812   04:50:30.06   -66:48:10.56   17.6        0.9             18.3        0.1             0.65     
  314    045033-720711   04:50:33.16   -72:07:09.07   8.0         ...             8.1         0.8             0.57     
  315    045033-671839   04:50:33.17   -67:18:40.54   12.0        1               12.0        0.1             0.71     
  316    045037-653936   04:50:37.41   -65:39:35.00   14.0        ...             14.0        1               0.79     
  317    045039-671342   04:50:38.64   -67:13:45.26   4.0         ...             4.3         0.4             0.68     
  318    045040-661204   04:50:39.98   -66:11:57.76   6.0         ...             6.6         0.7             0.57     
  319    045042-713719   04:50:42.57   -71:37:16.78   45.0        ...             46.4        0.3             0.67     
  320    045042-684922   04:50:42.52   -68:49:22.15   23.0        1               23.0        0.1             0.46     
  321    045044-651737   04:50:43.82   -65:17:37.12   36.0        ...             37.0        4               1.03     
  322    045045-661748   04:50:48.03   -66:17:35.09   3.0         ...             3.7         0.4             0.64     
  323    045046-692337   04:50:46.80   -69:23:37.34   27.0        ...             28.0        3               1.48     
  324    045047-664800   04:50:46.94   -66:47:56.31   33.0        0.9             32.7        0.1             0.65     
  325    045048-685121   04:50:47.62   -68:51:19.17   9.1         0.9             9.1         0.09            0.46     
  326    045049-714547   04:50:50.16   -71:45:57.82   3.0         ...             3.0         ...             0.67     
  327    045052-720245   04:50:53.57   -72:02:47.61   11.0        ...             11.0        1               0.57     
  328    045059-701822   04:50:59.73   -70:18:26.31   9.2         0.9             9.18        0.09            0.44     
  329    045103-713055   04:51:02.73   -71:30:55.45   23.0        2               23.3        0.2             0.76     
  330    045107-664947   04:51:06.01   -66:49:30.58   102.0       ...             155.3       0.5             0.65     
  331    045107-674958   04:51:07.06   -67:49:57.62   38.0        ...             47.5        0.3             0.5      
  332    045113-690849   04:51:13.52   -69:08:42.21   14.0        ...             15.0        1               0.61     
  333    045114-693142   04:51:13.91   -69:31:45.30   248.0       ...             373.0       0.5             0.73     
  334    045117-714737   04:51:16.89   -71:47:37.30   4.3         0.8             4.35        0.08            0.69     
  335    045117-672720   04:51:18.77   -67:27:17.84   4.0         ...             4.9         0.5             0.57     
  336    045119-722107   04:51:19.70   -72:21:07.47   95.0        ...             146.0       0.5             0.89     
  337    045120-670954   04:51:20.49   -67:09:52.23   30.0        3               32.2        0.5             0.76     
  338    045123-722319   04:51:21.98   -72:23:23.39   5.0         ...             5.1         0.5             0.71     
  339    045130-714412   04:51:29.97   -71:44:11.21   50.0        ...             57.2        0.4             0.67     
  340    045133-691932   04:51:33.72   -69:19:27.76   12.0        2               11.7        0.2             1.45     
  341    045136-704325   04:51:36.50   -70:43:25.42   18.0        ...             24.9        0.3             0.48     
  342    045137-675704   04:51:36.76   -67:56:59.46   6.0         ...             6.6         0.7             0.5      
  343    045142-653132   04:51:42.85   -65:31:35.35   7.0         ...             7.8         0.8             0.68     
  344    045145-713813   04:51:44.51   -71:38:15.98   14.0        ...             14.0        1               0.67     
  345    045145-693628   04:51:45.44   -69:36:29.83   30.0        2               35.7        0.5             0.73     
  346    045148-722323   04:51:47.45   -72:23:20.18   15.0        2               15.3        0.2             0.89     
  347    045153-654006   04:51:53.52   -65:40:04.09   12.0        1               12.3        0.1             0.68     
  348    045154-694651   04:51:54.62   -69:46:49.81   15.0        1               14.9        0.1             0.66     
  349    045157-711937   04:51:57.25   -71:19:37.07   34.0        3               39.6        0.5             0.76     
  350    045157-654642   04:51:56.85   -65:46:39.98   7.0         1               7.3         0.1             0.69     
  351    045158-684532   04:51:58.16   -68:45:30.85   14.0        2               14.9        0.3             0.5      
  352    045159-704438   04:51:59.85   -70:44:35.66   7.0         ...             7.6         0.8             0.57     
  353    045202-712906   04:52:00.13   -71:28:52.74   4.0         1               3.6         0.1             0.69     
  354    045208-710659   04:52:08.17   -71:07:00.84   15.0        1               15.2        0.1             0.69     
  355    045212-671253   04:52:12.15   -67:12:51.56   24.0        2               23.8        0.2             0.76     
  356    045214-712425   04:52:16.05   -71:24:25.34   9.0         2               8.6         0.2             0.76     
  357    045217-723406   04:52:17.50   -72:34:06.06   23.6        0.8             37.1        0.2             0.82     
  358    045221-682306   04:52:20.70   -68:23:03.96   149.0       ...             200.5       0.5             0.6      
  359    045224-663737   04:52:24.35   -66:37:48.21   3.0         ...             3.6         0.4             0.72     
  360    045228-681729   04:52:27.54   -68:17:25.08   7.0         1               7.0         0.1             0.6      
  361    045230-710810   04:52:31.04   -71:08:09.99   28.0        2               29.7        0.4             0.69     
  362    045232-690349   04:52:33.00   -69:03:49.75   9.0         ...             10.0        1               0.61     
  363    045234-650540   04:52:33.52   -65:05:40.92   26.0        ...             27.0        3               1.16     
  364    045244-650946   04:52:43.63   -65:09:47.51   24.0        ...             25.0        2               1.16     
  365    045245-710339   04:52:43.68   -71:03:53.15   6.0         ...             6.6         0.7             0.69     
  366    045246-691253   04:52:45.35   -69:12:48.56   18.0        3               52.0        2               0.77     
  367    045249-670718   04:52:49.30   -67:07:17.96   52.0        ...             56.7        0.4             0.76     
  368    045249-722836   04:52:47.53   -72:28:10.75   13.0        ...             13.0        1               0.79     
  369    045250-694017   04:52:50.43   -69:40:32.62   5.0         ...             5.1         0.5             0.73     
  370    045250-720514   04:52:49.48   -72:05:08.87   4.0         ...             4.3         0.4             0.7      
  371    045251-680557   04:52:48.50   -68:06:00.10   3.0         ...             3.5         0.4             0.6      
  372    045253-653600   04:52:53.55   -65:36:00.72   10.0        2               28.0        2               0.68     
  373    045253-713407   04:52:52.97   -71:34:04.97   33.0        ...             34.0        3               0.67     
  374    045256-652813   04:52:56.57   -65:28:13.08   64.0        ...             119.5       0.8             1.0      
  375    045257-714247   04:52:56.94   -71:42:39.13   7.0         ...             7.2         0.7             0.67     
