# col1   Name            RA            DEC            Peak         Peak_err         Flux         Flux_err         rms  
  1583   060121-722027   06:01:20.66   -72:20:27.05   107.6        0.7              136.0        1.0              0.79      
  1584   060122-645644   06:01:22.55   -64:56:43.08   8.3          0.8              16.0         2.0              0.91      
  1585   060124-674502   06:01:22.98   -67:45:06.42   14.6         0.7              19.2         0.9              0.73      
  1586   060125-724427   06:01:25.63   -72:44:29.73   6.0          0.8              8.0          1.0              0.82      
  1587   060126-683144   06:01:26.32   -68:31:39.45   10.7         0.8              13.0         1.0              0.79      
  1588   060132-721743   06:01:31.43   -72:17:40.13   5.5          0.7              6.0          0.8              0.71      
  1589   060133-712300   06:01:33.22   -71:23:03.41   4.5          0.7              5.4          0.9              0.69      
  1590   060135-695545   06:01:34.51   -69:55:47.16   262.4        0.9              318.0        1.0              0.95      
  1591   060137-650358   06:01:37.50   -65:03:52.43   8.0          0.9              10.0         1.0              0.91      
  1592   060138-653142   06:01:38.01   -65:31:46.07   10.7         0.7              12.7         0.9              0.76      
  1593   060138-735520   06:01:37.34   -73:55:21.15   48.0         1.0              58.0         1.0              1.03      
  1594   060141-723832   06:01:40.14   -72:38:32.50   98.4         0.8              117.9        0.9              0.79      
  1595   060142-645204   06:01:42.64   -64:52:21.30   7.2          0.7              22.0         3.0              0.91      
  1596   060144-660602   06:01:43.82   -66:06:00.65   5.0          0.8              8.0          1.0              0.81      
  1597   060144-683634   06:01:42.74   -68:36:31.86   4.3          0.8              10.0         3.0              0.79      
  1598   060147-694845   06:01:45.12   -69:48:49.91   6.6          0.6              15.0         2.0              0.76      
  1599   060152-703215   06:01:52.19   -70:32:17.38   20.0         1.0              23.0         1.0              1.03      
  1600   060159-700440   06:01:58.44   -70:04:36.26   9.3          0.7              11.3         0.9              0.77      
  1601   060201-721015   06:02:00.69   -72:10:15.79   7.0          0.7              9.1          0.9              0.71      
  1602   060203-651659   06:02:03.00   -65:16:55.37   5.5          0.7              7.0          1.0              0.75      
  1603   060210-722537   06:02:09.62   -72:25:37.59   15.5         0.8              20.0         1.0              0.79      
  1604   060214-683709   06:02:13.23   -68:37:12.90   10.9         0.8              14.0         1.0              0.79      
  1605   060215-711508   06:02:14.00   -71:15:06.92   8.7          0.7              9.8          0.8              0.74      
  1606   060217-642916   06:02:15.42   -64:29:20.25   9.0          1.0              13.0         2.0              1.37      
  1607   060221-673446   06:02:20.34   -67:34:44.85   3.7          0.7              4.2          0.6              0.73      
  1608   060222-684428   06:02:21.91   -68:44:29.68   74.4         0.8              91.0         1.0              0.79      
  1609   060229-651638   06:02:28.55   -65:16:28.67   4.9          0.7              8.0          1.0              0.75      
  1610   060233-705755   06:02:32.86   -70:58:00.08   4.1          0.7              5.0          1.0              0.74      
  1611   060234-683042   06:02:33.31   -68:30:42.92   38.0         0.7              50.0         1.0              0.72      
  1612   060234-704155   06:02:34.21   -70:41:56.04   58.8         0.9              72.0         1.0              0.94      
  1613   060235-675753   06:02:34.92   -67:58:01.36   4.7          0.7              7.0          1.0              0.69      
  1614   060236-674002   06:02:36.79   -67:40:04.92   8.4          0.7              9.3          0.8              0.73      
  1615   060238-644329   06:02:38.30   -64:43:28.89   1017.0       1.0              2285.0       3.0              1.37      
  1616   060243-723536   06:02:42.75   -72:35:37.42   12.6         0.8              14.7         0.9              0.79      
  1617   060243-674756   06:02:42.02   -67:47:55.53   7.8          0.7              8.9          0.8              0.73      
  1618   060245-650507   06:02:45.17   -65:05:05.47   8.1          0.9              9.0          1.0              0.91      
  1619   060246-685545   06:02:45.19   -68:55:47.25   18.8         0.7              23.3         0.9              0.71      
  1620   060250-695612   06:02:50.75   -69:56:09.37   5.2          0.8              5.6          0.9              0.77      
  1621   060253-682423   06:02:52.20   -68:24:16.67   5.6          0.7              8.0          1.0              0.72      
  1622   060255-665732   06:02:55.40   -66:57:31.15   378.2        0.6              468.7        0.8              0.62      
  1623   060300-732605   06:02:59.35   -73:26:05.44   73.4         0.8              182.0        2.0              1.03      
  1624   060302-712656   06:03:01.27   -71:26:45.55   3.5          0.7              5.0          1.0              0.69      
  1625   060302-715904   06:03:01.62   -71:59:06.81   22.0         0.7              25.1         0.8              0.71      
  1626   060306-725925   06:03:05.77   -72:59:17.28   3.7          0.8              4.2          0.8              0.82      
  1627   060308-673427   06:03:07.08   -67:34:32.67   10.9         0.7              15.0         1.0              0.73      
  1628   060312-732413   06:03:11.21   -73:24:09.11   34.6         0.8              87.0         2.0              1.03      
  1629   060314-702711   06:03:14.74   -70:27:15.51   5.0          0.8              10.0         2.0              0.84      
  1630   060318-721510   06:03:17.73   -72:15:10.47   5.5          0.7              8.0          1.0              0.71      
  1631   060320-702953   06:03:19.54   -70:30:18.76   14.0         1.0              20.0         2.0              0.84      
  1632   060320-703130   06:03:20.28   -70:31:31.82   70.0         1.0              83.0         2.0              0.84      
  1633   060325-680915   06:03:24.27   -68:09:16.29   32.4         0.7              38.7         0.8              0.69      
  1634   060325-704217   06:03:24.88   -70:42:15.28   8.2          0.8              8.9          0.9              0.77      
  1635   060325-683746   06:03:26.27   -68:37:46.74   8.5          0.6              11.3         0.9              0.66      
  1636   060330-673815   06:03:29.69   -67:38:17.36   12.9         0.7              15.9         0.9              0.73      
  1637   060331-690233   06:03:30.98   -69:02:37.61   9.1          0.7              10.3         0.8              0.7       
  1638   060334-690010   06:03:31.20   -69:00:12.00   3.9          0.7              5.0          1.0              0.7       
  1639   060335-692438   06:03:35.40   -69:24:47.45   4.9          0.7              6.0          1.0              0.76      
  1640   060337-714132   06:03:36.47   -71:41:33.39   20.5         0.6              33.0         1.0              0.67      
  1641   060338-724530   06:03:37.23   -72:45:33.42   29.0         0.8              36.0         1.0              0.79      
  1642   060340-704332   06:03:38.08   -70:43:41.90   9.3          0.7              14.0         1.0              0.77      
  1643   060341-685102   06:03:40.65   -68:51:01.57   8.4          0.6              10.7         0.8              0.66      
  1644   060345-694724   06:03:44.78   -69:47:27.87   7.3          0.7              8.4          0.9              0.76      
  1645   060347-692943   06:03:46.49   -69:29:45.07   70.2         0.7              83.8         0.9              0.76      
  1646   060347-703036   06:03:45.51   -70:30:35.97   5.5          0.8              9.0          1.0              0.84      
  1647   060349-711431   06:03:45.81   -71:14:32.66   3.8          0.7              5.0          1.0              0.74      
  1648   060349-693455   06:03:48.64   -69:35:01.46   6.5          0.7              12.0         1.0              0.76      
  1649   060350-732524   06:03:49.35   -73:25:25.80   63.0         1.0              72.0         1.0              1.03      
  1650   060355-660445   06:03:55.00   -66:04:36.59   4.1          0.8              5.0          1.0              0.8       
  1651   060356-690532   06:03:54.86   -69:05:32.84   6.9          0.7              9.0          1.0              0.7       
  1652   060403-692528   06:04:02.77   -69:25:28.31   11.1         0.7              15.0         1.0              0.76      
  1653   060405-672951   06:04:05.04   -67:29:53.09   30.7         0.6              39.1         0.8              0.62      
  1654   060406-673218   06:04:05.57   -67:32:19.85   25.6         0.7              31.3         0.9              0.73      
  1655   060410-644859   06:04:10.15   -64:48:57.63   8.4          0.9              12.0         1.0              0.93      
  1656   060414-660303   06:04:13.79   -66:03:04.81   41.7         0.7              56.0         1.0              0.8       
  1657   060415-692506   06:04:15.13   -69:25:07.61   13.2         0.7              15.0         1.0              0.7       
  1658   060418-665128   06:04:17.68   -66:51:28.96   55.3         0.6              68.7         0.8              0.67      
  1659   060421-670234   06:04:20.94   -67:02:37.42   12.9         0.6              18.9         0.9              0.67      
  1660   060422-691817   06:04:20.97   -69:18:23.74   6.4          0.7              9.0          1.0              0.7       
  1661   060422-670631   06:04:22.33   -67:06:37.30   4.0          0.7              5.0          1.0              0.67      
  1662   060427-733758   06:04:26.52   -73:37:58.09   83.8         0.9              128.0        2.0              1.03      
  1663   060431-720654   06:04:30.35   -72:06:55.97   16.9         0.7              20.5         0.9              0.71      
  1664   060433-724826   06:04:31.99   -72:48:26.47   7.3          0.8              8.3          0.9              0.79      
  1665   060433-660716   06:04:33.59   -66:07:21.05   7.3          0.8              8.5          0.9              0.8       
  1666   060434-675952   06:04:33.71   -67:59:57.47   4.3          0.7              5.0          0.9              0.69      
  1667   060436-710223   06:04:35.56   -71:02:24.32   117.7        0.7              141.4        0.9              0.77      
  1668   060438-660351   06:04:37.96   -66:03:50.66   41.5         0.8              53.0         1.0              0.8       
  1669   060439-672805   06:04:39.46   -67:28:09.78   13.6         0.6              17.6         0.8              0.62      
  1670   060439-680650   06:04:38.64   -68:06:50.45   17.8         0.7              20.9         0.8              0.69      
  1671   060440-671336   06:04:37.95   -67:13:44.16   3.7          0.6              6.0          1.0              0.62      
  1672   060440-722709   06:04:39.78   -72:27:14.78   5.9          0.7              6.4          0.8              0.73      
  1673   060441-672630   06:04:40.19   -67:26:32.69   14.3         0.6              17.6         0.8              0.62      
  1674   060442-730439   06:04:41.91   -73:04:38.22   26.1         0.8              31.0         1.0              0.82      
  1675   060443-651647   06:04:43.54   -65:16:48.83   23.8         0.7              28.5         0.9              0.78      
  1676   060445-703923   06:04:44.46   -70:39:29.98   10.6         0.7              12.1         0.9              0.77      
  1677   060447-705640   06:04:45.88   -70:56:47.20   3.9          0.8              6.0          2.0              0.77      
  1678   060448-662731   06:04:47.00   -66:27:28.73   6.6          0.6              8.7          0.9              0.68      
  1679   060454-725632   06:04:53.01   -72:56:35.65   7.5          0.7              11.0         1.0              0.79      
  1680   060501-724630   06:05:00.99   -72:46:35.58   4.5          0.8              7.0          1.0              0.79      
  1681   060501-663031   06:05:00.15   -66:30:35.37   7.2          0.6              8.0          0.7              0.58      
  1682   060507-725434   06:05:07.31   -72:54:41.57   8.3          0.8              10.0         1.0              0.79      
  1683   060510-695016   06:05:10.05   -69:50:18.77   56.5         0.6              67.7         0.8              0.64      
  1684   060513-683319   06:05:12.41   -68:33:12.20   4.4          0.6              8.0          1.0              0.66      
  1685   060516-662510   06:05:15.44   -66:25:11.42   156.1        0.7              209.0        1.0              0.68      
  1686   060517-674303   06:05:17.55   -67:43:07.28   4.0          0.8              6.0          1.0              0.77      
  1687   060517-661255   06:05:16.49   -66:12:54.92   15.0         1.0              20.0         1.0              0.79      
  1688   060520-660529   06:05:20.31   -66:05:31.60   12.4         0.8              16.0         1.0              0.87      
  1689   060525-712639   06:05:25.12   -71:26:48.39   5.2          0.7              7.0          1.0              0.77      
  1690   060527-715326   06:05:26.85   -71:53:26.55   8.3          0.8              9.0          0.9              0.83      
  1691   060529-674650   06:05:28.14   -67:46:52.00   17.6         0.7              24.0         1.0              0.77      
  1692   060530-685436   06:05:29.66   -68:54:34.26   3.8          0.7              5.0          1.0              0.7       
  1693   060531-711229   06:05:30.52   -71:12:32.62   71.6         0.7              88.4         0.9              0.77      
  1694   060531-673608   06:05:30.66   -67:36:09.97   88.3         0.7              121.0        1.0              0.77      
  1695   060531-683915   06:05:31.44   -68:39:20.57   5.1          0.6              6.7          0.9              0.66      
  1696   060533-733419   06:05:32.21   -73:34:21.30   183.9        0.9              221.0        1.0              0.99      
  1697   060539-691812   06:05:35.76   -69:18:10.54   3.7          0.7              5.0          1.0              0.7       
  1698   060539-665017   06:05:38.59   -66:50:18.90   33.8         0.6              55.0         1.0              0.67      
  1699   060546-714929   06:05:44.22   -71:49:36.62   4.3          0.8              4.0          1.0              0.83      
  1700   060547-674307   06:05:49.28   -67:43:06.44   27.8         0.7              35.5         0.9              0.77      
  1701   060551-650842   06:05:50.95   -65:08:44.46   19.0         0.7              23.0         0.9              0.78      
  1702   060555-673612   06:05:53.58   -67:36:11.68   9.2          0.7              13.0         1.0              0.77      
  1703   060557-731317   06:05:55.83   -73:13:18.58   174.5        0.8              220.0        1.0              0.82      
  1704   060557-724737   06:05:55.84   -72:47:39.85   24.1         0.8              28.9         0.9              0.79      
  1705   060600-731502   06:05:59.76   -73:15:03.75   15.1         0.8              18.7         0.9              0.82      
  1706   060602-704201   06:06:01.84   -70:42:03.08   81.1         0.7              97.3         0.9              0.77      
  1707   060604-704908   06:06:03.29   -70:49:11.29   20.0         0.8              22.3         0.9              0.77      
  1708   060605-695236   06:06:04.50   -69:52:39.73   11.6         0.7              14.1         0.9              0.64      
  1709   060605-674249   06:06:04.75   -67:42:57.32   43.9         0.7              52.2         0.9              0.77      
  1710   060606-710744   06:06:06.54   -71:07:50.72   5.3          0.7              8.0          1.0              0.77      
  1711   060608-670243   06:06:08.31   -67:02:43.82   4.2          0.7              5.2          0.9              0.67      
  1712   060609-705629   06:06:06.82   -70:56:31.72   4.2          0.8              6.0          1.0              0.77      
  1713   060611-714408   06:06:11.17   -71:44:06.06   4.8          0.8              7.0          1.0              0.83      
  1714   060614-684026   06:06:12.93   -68:40:30.33   8.0          0.7              9.5          0.9              0.73      
  1715   060616-653331   06:06:16.15   -65:33:34.65   13.2         0.8              17.0         1.0              0.81      
  1716   060618-684654   06:06:17.29   -68:46:54.41   32.9         0.7              39.4         0.9              0.66      
  1717   060618-711435   06:06:18.32   -71:14:36.17   24.9         0.7              29.4         0.9              0.77      
  1718   060623-663230   06:06:23.15   -66:32:34.91   3.8          0.6              6.0          1.0              0.65      
  1719   060624-671328   06:06:23.14   -67:13:31.33   15.8         0.6              18.8         0.7              0.62      
  1720   060627-641256   06:06:27.16   -64:12:57.48   116.0        1.0              160.0        2.0              1.26      
  1721   060635-652659   06:06:33.17   -65:26:56.87   4.4          0.8              6.0          1.0              0.81      
  1722   060636-715256   06:06:35.67   -71:52:57.15   40.0         0.8              48.0         1.0              0.83      
  1723   060637-652425   06:06:37.37   -65:24:24.40   12.3         0.8              15.0         1.0              0.78      
  1724   060643-724114   06:06:42.24   -72:41:12.45   25.5         0.8              32.0         1.0              0.79      
  1725   060645-650859   06:06:46.86   -65:08:51.28   5.0          0.8              7.0          1.0              0.81      
  1726   060645-655703   06:06:45.71   -65:57:03.97   20.7         0.8              26.0         1.0              0.87      
  1727   060647-701334   06:06:46.67   -70:13:35.03   23.0         0.7              27.3         0.8              0.71      
  1728   060647-642555   06:06:46.45   -64:26:02.80   10.0         0.9              15.0         1.0              0.97      
  1729   060649-654904   06:06:50.20   -65:49:07.86   6.2          0.8              11.0         2.0              0.87      
  1730   060651-695954   06:06:50.34   -69:59:57.31   6.5          0.7              7.7          0.9              0.77      
  1731   060651-701625   06:06:51.12   -70:16:43.07   8.9          0.7              11.3         0.9              0.71      
  1732   060655-704849   06:06:54.10   -70:48:52.09   3.4          0.7              6.0          1.0              0.68      
  1733   060656-721823   06:06:55.45   -72:18:24.02   37.5         0.7              44.2         0.8              0.7       
  1734   060659-655609   06:06:56.59   -65:56:25.28   4.1          0.8              6.0          1.0              0.87      
  1735   060659-691854   06:06:58.29   -69:18:55.35   19.7         0.7              22.1         0.8              0.7       
  1736   060701-645338   06:07:00.42   -64:53:39.29   48.6         0.9              58.0         1.0              0.89      
  1737   060701-651957   06:07:00.80   -65:20:01.46   7.1          0.8              9.0          1.0              0.81      
  1738   060706-663212   06:07:05.64   -66:32:12.79   69.7         0.6              82.3         0.8              0.65      
  1739   060710-660022   06:07:09.52   -66:00:22.10   24.5         0.8              30.0         1.0              0.87      
  1740   060711-693458   06:07:11.05   -69:35:11.10   5.3          0.6              6.1          0.8              0.64      
  1741   060714-720455   06:07:13.59   -72:04:55.87   24.5         0.6              30.0         0.8              0.67      
  1742   060714-730745   06:07:13.19   -73:07:53.55   9.4          0.8              10.6         0.9              0.82      
  1743   060718-675519   06:07:17.88   -67:55:18.63   5.4          0.7              7.2          0.9              0.69      
  1744   060718-654742   06:07:17.68   -65:47:47.93   8.0          1.0              9.0          1.0              1.14      
  1745   060718-700524   06:07:18.20   -70:05:24.68   10.8         0.7              12.8         0.9              0.77      
  1746   060719-701219   06:07:18.61   -70:12:20.91   5.7          0.7              8.0          1.0              0.71      
  1747   060720-662849   06:07:19.88   -66:28:52.32   5.2          0.6              10.0         1.0              0.65      
  1748   060721-692625   06:07:21.12   -69:26:29.24   33.7         0.7              42.2         0.9              0.7       
  1749   060724-675811   06:07:23.06   -67:58:11.91   21.3         0.7              27.3         0.9              0.69      
  1750   060728-644626   06:07:30.24   -64:46:33.25   6.1          0.9              9.0          1.0              0.89      
  1751   060739-722444   06:07:38.20   -72:24:44.20   5.9          0.7              6.7          0.8              0.7       
  1752   060740-643105   06:07:40.51   -64:31:09.02   24.9         0.9              34.0         1.0              0.97      
  1753   060741-655928   06:07:40.48   -65:59:28.13   30.0         1.0              37.0         1.0              1.14      
  1754   060741-665146   06:07:39.90   -66:51:48.37   14.2         0.6              17.2         0.8              0.66      
  1755   060741-713929   06:07:40.08   -71:39:25.07   8.2          0.8              10.0         1.0              0.83      
  1756   060741-652755   06:07:40.67   -65:27:54.17   13.3         0.8              19.0         1.0              0.9       
  1757   060742-684428   06:07:40.86   -68:44:30.74   19.7         0.7              23.4         0.9              0.73      
  1758   060743-711929   06:07:41.82   -71:19:32.34   38.9         0.7              48.0         0.9              0.77      
  1759   060744-680016   06:07:43.23   -68:00:21.44   10.6         0.7              12.6         0.8              0.69      
  1760   060746-683947   06:07:46.56   -68:39:36.03   125.4        0.6              234.0        1.0              0.73      
  1761   060749-683846   06:07:46.56   -68:39:36.03   125.4        0.6              234.0        1.0              0.73      
  1762   060752-693048   06:07:51.58   -69:30:49.99   37.5         0.6              45.5         0.8              0.65      
  1763   060752-655232   06:07:52.83   -65:52:27.04   11.0         1.0              22.0         2.0              1.14      
  1764   060752-725917   06:07:51.96   -72:59:25.31   9.0          0.8              11.0         1.0              0.82      
  1765   060753-724549   06:07:54.12   -72:45:59.82   9.9          0.7              23.0         2.0              0.85      
  1766   060755-661141   06:07:54.66   -66:11:42.98   14.8         0.8              21.0         1.0              0.79      
  1767   060757-724034   06:07:56.80   -72:40:37.62   15.5         0.8              18.2         0.9              0.85      
  1768   060813-671847   06:08:12.56   -67:18:49.59   21.9         0.6              26.4         0.7              0.62      
  1769   060814-724207   06:08:13.14   -72:42:06.36   82.0         0.8              95.0         1.0              0.85      
  1770   060822-651151   06:08:22.12   -65:11:54.61   154.5        0.7              247.0        1.0              0.81      
  1771   060823-703727   06:08:23.54   -70:37:26.36   4.6          0.6              7.0          1.0              0.68      
  1772   060825-670417   06:08:24.56   -67:04:15.94   7.8          0.6              9.2          0.8              0.66      
  1773   060829-724010   06:08:28.95   -72:40:10.64   9.8          0.8              11.0         1.0              0.85      
  1774   060830-711711   06:08:30.35   -71:17:04.02   6.6          0.8              9.0          1.0              0.83      
  1775   060830-672333   06:08:29.33   -67:23:34.55   26.8         0.6              32.3         0.7              0.62      
  1776   060830-691619   06:08:30.47   -69:16:18.01   6.1          0.6              8.2          0.9              0.65      
  1777   060838-704425   06:08:38.13   -70:44:33.22   3.6          0.7              6.0          1.0              0.68      
  1778   060838-704904   06:08:37.20   -70:49:10.65   4.2          0.6              10.0         2.0              0.68      
  1779   060842-732143   06:08:41.35   -73:21:45.09   66.3         0.9              85.0         1.0              0.99      
  1780   060845-692108   06:08:44.57   -69:21:11.11   26.7         0.6              32.6         0.8              0.65      
  1781   060845-694336   06:08:44.29   -69:43:39.53   27.4         0.6              34.4         0.8              0.62      
  1782   060846-683047   06:08:45.34   -68:30:48.42   24.7         0.7              30.2         0.9              0.73      
  1783   060848-732415   06:08:46.77   -73:24:15.79   27.0         1.0              31.0         1.0              0.99      
  1784   060852-654352   06:08:51.96   -65:43:52.95   13.0         1.0              17.0         1.0              0.9       
  1785   060853-731352   06:08:50.65   -73:13:46.90   6.7          0.8              10.0         1.0              0.82      
  1786   060853-681637   06:08:53.35   -68:16:42.51   7.0          0.7              10.0         1.0              0.71      
  1787   060856-715144   06:08:55.49   -71:51:46.74   9.1          0.8              14.0         1.0              0.83      
  1788   060859-705945   06:08:58.88   -70:59:46.37   37.4         0.7              48.0         1.0              0.78      
  1789   060900-675232   06:08:60.00   -67:52:38.61   4.2          0.7              6.0          1.0              0.67      
  1790   060901-705515   06:09:00.71   -70:55:17.51   286.6        0.7              357.0        1.0              0.78      
  1791   060902-713330   06:09:01.43   -71:33:37.86   8.4          0.8              8.9          0.8              0.77      
  1792   060907-680133   06:09:06.28   -68:01:32.47   3.6          0.7              6.0          2.0              0.67      
  1793   060911-654727   06:09:10.21   -65:47:24.24   13.0         1.0              13.0         1.0              1.14      
  1794   060911-695141   06:09:10.57   -69:51:50.88   4.5          0.7              6.0          1.0              0.74      
  1795   060915-702349   06:09:13.61   -70:23:55.04   12.9         0.7              15.6         0.9              0.71      
  1796   060917-715003   06:09:16.03   -71:50:07.27   7.3          0.8              7.5          0.8              0.77      
  1797   060920-710447   06:09:19.36   -71:04:44.22   5.6          0.8              7.0          1.0              0.78      
  1798   060922-685030   06:09:21.92   -68:50:32.44   5.1          0.6              8.0          1.0              0.68      
  1799   060930-662056   06:09:29.82   -66:20:57.90   108.8        0.8              167.0        1.0              0.88      
  1800   060932-715508   06:09:31.19   -71:55:08.42   3.8          0.7              6.0          1.0              0.7       
  1801   060933-673717   06:09:32.88   -67:37:20.06   3.9          0.6              4.5          0.8              0.62      
  1802   060935-700817   06:09:35.13   -70:08:22.82   135.5        0.7              169.7        0.9              0.74      
  1803   060939-643229   06:09:38.84   -64:32:32.25   47.0         1.0              57.0         1.0              1.12      
  1804   060940-642504   06:09:40.79   -64:25:05.95   19.0         1.0              24.0         1.0              1.12      
  1805   060944-673507   06:09:43.30   -67:35:08.06   6.5          0.6              7.2          0.7              0.62      
  1806   060945-684418   06:09:45.40   -68:44:19.80   7.6          0.7              8.8          0.8              0.68      
  1807   060946-682222   06:09:45.27   -68:22:15.91   11.7         0.7              15.0         0.9              0.71      
  1808   060949-703034   06:09:49.72   -70:30:35.40   12.6         0.7              15.5         0.9              0.74      
  1809   060949-671018   06:09:51.23   -67:10:15.61   5.2          0.7              9.0          1.0              0.72      
  1810   060952-663252   06:09:51.36   -66:32:54.79   81.7         0.7              99.4         0.9              0.71      
  1811   060954-664922   06:09:54.64   -66:49:23.36   6.2          0.6              8.9          0.9              0.6       
  1812   060955-720403   06:09:54.68   -72:04:01.19   4.5          0.7              5.6          0.9              0.7       
  1813   060956-701014   06:09:56.33   -70:10:20.61   6.8          0.7              9.0          1.0              0.74      
  1814   061000-735108   06:09:57.85   -73:51:19.02   7.0          1.0              11.0         3.0              1.35      
  1815   061000-685154   06:09:59.96   -68:51:56.31   42.5         0.8              55.0         1.0              0.8       
  1816   061003-682440   06:10:02.08   -68:24:43.18   85.5         0.7              106.5        0.9              0.71      
  1817   061007-661132   06:10:08.59   -66:11:34.17   4.9          0.9              7.0          2.0              0.88      
  1818   061007-710711   06:10:07.92   -71:07:10.33   5.4          0.8              7.0          1.0              0.78      
  1819   061011-724814   06:10:10.44   -72:48:14.52   551.5        0.8              659.0        1.0              0.85      
  1820   061014-680846   06:10:13.56   -68:08:48.24   11.5         0.7              16.0         1.0              0.71      
  1821   061015-674757   06:10:14.52   -67:47:58.17   42.7         0.6              52.0         0.8              0.67      
  1822   061016-704755   06:10:15.45   -70:47:54.36   4.6          0.6              7.0          1.0              0.68      
  1823   061018-701446   06:10:17.48   -70:14:49.81   34.4         0.7              39.7         0.9              0.74      
  1824   061018-734748   06:10:15.64   -73:47:52.65   5.0          1.0              8.0          2.0              1.07      
  1825   061020-661353   06:10:20.19   -66:14:09.71   5.1          0.8              11.0         2.0              0.88      
  1826   061024-711914   06:10:23.99   -71:19:18.85   357.4        0.8              438.0        1.0              0.83      
  1827   061028-692629   06:10:29.11   -69:26:31.69   4.9          0.6              6.0          0.8              0.65      
  1828   061029-673330   06:10:28.33   -67:33:30.89   6.6          0.7              8.2          0.9              0.74      
  1829   061029-701312   06:10:28.25   -70:13:17.91   6.0          0.7              8.0          1.0              0.74      
  1830   061030-700234   06:10:29.59   -70:02:37.21   340.2        0.7              405.4        0.9              0.74      
  1831   061039-660812   06:10:39.21   -66:08:16.81   20.5         0.8              25.0         1.0              0.88      
  1832   061041-724525   06:10:39.82   -72:45:30.02   6.8          0.8              10.0         1.0              0.85      
  1833   061047-675504   06:10:45.32   -67:55:06.66   6.2          0.6              8.5          0.9              0.67      
  1834   061048-702034   06:10:47.48   -70:20:44.77   26.4         0.7              32.0         1.0              0.74      
  1835   061048-712932   06:10:47.90   -71:29:36.08   22.5         0.8              27.0         1.0              0.83      
  1836   061057-650310   06:10:56.50   -65:03:12.10   63.3         0.9              74.0         1.0              0.96      
  1837   061101-663557   06:11:01.36   -66:35:58.75   5.7          0.7              8.0          1.0              0.71      
  1838   061107-664341   06:11:06.79   -66:43:44.86   6.8          0.9              9.0          1.0              0.6       
  1839   061110-654620   06:11:11.93   -65:46:25.15   7.0          1.0              10.0         2.0              1.01      
  1840   061121-712524   06:11:20.22   -71:25:18.14   6.0          0.8              8.0          1.0              0.83      
  1841   061121-691319   06:11:21.19   -69:13:20.90   6.0          0.7              7.3          0.9              0.69      
  1842   061122-723250   06:11:23.44   -72:32:41.26   3.5          0.6              3.9          0.6              0.67      
  1843   061123-654756   06:11:23.16   -65:47:57.15   16.0         1.0              19.0         1.0              1.01      
  1844   061127-673551   06:11:26.62   -67:35:51.46   53.6         0.7              68.4         0.9              0.74      
  1845   061134-690639   06:11:33.51   -69:06:43.23   14.7         0.8              20.0         1.0              0.69      
  1846   061136-725024   06:11:35.32   -72:50:22.09   20.5         0.8              24.0         1.0              0.85      
  1847   061139-714043   06:11:39.75   -71:40:51.87   3.9          0.8              7.0          2.0              0.77      
  1848   061141-672350   06:11:40.55   -67:23:55.74   5.2          0.7              9.0          1.0              0.74      
  1849   061142-654250   06:11:41.45   -65:42:53.88   18.0         1.0              22.0         1.0              1.01      
  1850   061143-662430   06:11:42.62   -66:24:31.22   471.7        0.8              617.0        1.0              0.87      
  1851   061147-702458   06:11:47.38   -70:25:05.40   3.8          0.7              5.0          1.0              0.74      
  1852   061152-663757   06:11:51.53   -66:37:58.14   23.4         0.8              31.0         1.0              0.87      
  1853   061158-730010   06:11:57.15   -73:00:11.87   222.4        0.8              271.0        1.0              0.82      
  1854   061210-680439   06:12:09.18   -68:04:43.05   23.9         0.6              30.6         0.8              0.67      
  1855   061210-672005   06:12:10.25   -67:20:09.10   3.8          0.7              5.0          1.0              0.72      
  1856   061211-713040   06:12:09.88   -71:30:42.86   29.3         0.8              39.0         1.0              0.68      
  1857   061211-700411   06:12:11.11   -70:04:21.95   6.0          0.7              8.0          1.0              0.74      
  1858   061215-694409   06:12:14.84   -69:44:13.80   10.2         0.6              15.0         1.0              0.69      
  1859   061219-714106   06:12:18.31   -71:41:03.10   9.6          0.7              12.0         1.0              0.77      
  1860   061227-685454   06:12:26.55   -68:54:57.37   36.4         0.7              52.0         1.0              0.8       
  1861   061228-704409   06:12:27.95   -70:44:11.47   60.3         0.7              74.7         0.8              0.68      
  1862   061229-724313   06:12:26.37   -72:43:13.49   5.8          0.6              11.0         1.0              0.67      
  1863   061235-662954   06:12:35.14   -66:29:54.18   6.5          0.9              7.0          1.0              0.87      
  1864   061235-685643   06:12:35.57   -68:56:51.80   5.4          0.8              7.0          1.0              0.8       
  1865   061237-662532   06:12:36.65   -66:25:30.76   26.2         0.8              37.0         1.0              0.87      
  1866   061239-720252   06:12:38.60   -72:02:54.44   118.6        0.7              142.7        0.8              0.7       
  1867   061243-655329   06:12:43.95   -65:53:27.93   15.0         1.0              19.0         1.0              1.01      
  1868   061257-683025   06:12:55.72   -68:30:26.97   5.8          0.7              8.5          0.9              0.77      
  1869   061258-725630   06:12:56.05   -72:56:26.71   4.0          0.7              4.5          0.7              0.79      
  1870   061300-671710   06:12:58.39   -67:17:17.66   34.0         1.0              42.0         2.0              0.72      
  1871   061300-680306   06:12:59.44   -68:03:08.47   61.4         0.6              76.1         0.8              0.66      
  1872   061301-731122   06:13:00.00   -73:11:24.47   30.3         0.8              38.0         1.0              0.79      
